label,text
other,Die Maut ist mit der SPD beschlossen! Wo war Schulz? #TVDuell
other,In Deutschland werden Verbrecher geschützt und Opfer bestraft.
other,Mit der CSU wird es keinen Islam-Feiertag geben.
other,#illner schöne Demo was News und FakeNews sind. Die Türken sagen sie sagen die Wahrheit. Wir sagen die Türkei lügt. |LBR| Was ist wahr?
other,"Zum ersten Mal wieder deutsche Nachrichten gehört, gleichzeitig laut gelacht u. den Kopf geschüttelt, über so viel Doppelzüngigkeit 🤢"
other,"@ZimonJames Auch wenn sie schon im Aufruf ausgeladen wurden: Dass viele Rechte sich für große Islamkritiker*innen halten ist doch nichts Neues? |LBR| Warum sie das in der Regel eben nicht sind, wurde in den Reden benannt. Aber zugegeben: Das haben sicher manche der Angesprochenen nicht verstanden."
other,"@AntaroTV Ja, weil Merkel dann abdeschossen wäre, wenn so ein Unding zustande käme, wäre wohl Voraussetzung für Koa. ."
other,"@ModonaiGoldberg Darling, in der öffentlichen Presse findet man leider keine Wahrheit mehr zur Realität. Fahr mal hin. Ansonsten schicke ich dir Bilder von aktuellen Anti white Demos... Ich habe Verwandschaft dort. Jeden Tag einer weniger in deren Freundeskreis... Grund: Überfälle"
other,"@IngoFunke @VeroniqueBantau @AndreZeven Weil wir, wie einfach herauszufinden ist, eine Organisation sind, die sich f. die Rechte von Flüchtlingen und Migranten in Deutschland &amp; Europa einsetzt. Und da unsere Unterstützer*innen dafür spenden, geben wir unsere Mittel satzungsgemäß auch dafür aus. Eigentlich ganz einfach."
other,@RolandTichy @Asansoer35 Aber unabhängig und mit Lebenserfahrung 😜
other,@BonkeKolja @BILD Sofort alle Hämmer verbieten! 👍 😛
other,"@AdolfGlunz @Germanbub @Tomsch24 @Georg_Pazderski Uns wundert, dass Sie ausgerechnet bei den Schwächsten in dieser Gesellschaft sparen wollen und mit keinem Wort die Steuerflüchtlinge erwähnen, durch die uns hunderte Millionen verloren gehen, die wir gut gebrauchen könnten, um in Bildung zu investieren."
other,@anna_IIna Die Jana....sie hat nicht nur ein großes Herz....
other,@Beutebadener @bingowist @KotzenderStern Ich Interesse mich nicht dafür was ein Multikulti in der TL hat
other,"@rudifussi Hmm ... wo sind denn diese ""#Flüchtlinge"" überall ""um ihr Leben gelaufen""? In der #Türkei, in #Griechenland, in #Mazedonien, #Ungarn, #Serbien, #Kroatien, #Slowenien, etc., etc., ...? Meiner bescheidenen Meinung nach ALLES tolle Urlaubsländer!"
other,"@werthvoll Nein zu sagen, zu wertloser ""Nahrung"",  ob für Körper, Seele oder Geist erfordert Disziplin.  Aber es lohnt sich!!!"
other,"Anne Will, verbergen Sie nicht ständig Ihren Mund mit den |LBR| Händen, wenn Sie glauben, besonders intelligente Fragen |LBR| zu stellen. Gefragt ist ein offenes Visier."
other,#spdbt2017: @Martin Schulz beginnt mit Rede 8 Minuten früher als geplant. Anders als am 19. März ging keine Zeit durch Jubelarien verloren. As time goes bye ... @spdde
other,@joergprante @Volker_Beck Trump eskaliert also indem Iran sein Raketenprogramm ausbaut? Interessante Weltsicht
other,Die #SPD ist der Steigbügelhalter von Angela #Merkel. |LBR| #illner
other,@20piraten @piratringwraith Leider nicht: Es mussen heißen beim ...
other,Die Hintergründe des schrecklichen Verbrechens in #Barmbek müssen sorgfältig aufgeklärt und der Täter konsequent bestraft werden. (2)
other,#Altkatholisch|e #Synode stimmt Antrag zu: bei Anlage von kirchlichem Vermögen müssen ethische Kriterien berücksichtigt werden #aksynode16
other,"@RegSprecher Unfassbar!!!! ZDF Journalist Wolfgang Herles: „Wir müssen so berichten, wie es Frau Merkel vorgibt“"
other,Das war's! Danke allen Teilnehmer_innen und Besucher_innen für einen tollen HAMBURG PRIDE 2013! #HamburgPride ^ml
other,"Asylant zu mir. "" Ich habe noch nie so dumme Menschen wie die deutschen gesehen"" |LBR| Da kann man sagen was man will, aber recht hat er."
other,@micha @fneuhann Ein sehr solides!!! :-) Aber keine schleichwerbung!
other,Die deutschen können noch nicht einmal über ihren eigenen Untergang abstimmen. Was immer auch die Obrigkeit beschließt die meisten Deutschen nicken dieses kommentarlos ab. |LBR| Armes Deutschland!
other,@NichtMengele Dein wievielter Bann war das jetzt Kamerad
other,Kandidaten für Schöffen werden bei acht Enthaltungen ohne Gegenstimmen gemeinsam gewählt - #aksynode16
other,@Joemino @Boelscheline Wir dürfen Deutschtürken nicht ernst nehmen....machen die Türkeitürken auch nicht... |LBR| @oezoguz ...sie geben mir recht..?
other,"@FOCUS_TopNews 😳Trümmerfrau? Hiess es nicht vor geraumer Zeit, die Türken hätten Deutschland aufgebaut? Jetzt bin ich aber etwas verwirrt!"
other,@pinselpoetin Vielleicht hat sich alles aufgeschaukelt u. vor lauter Wohlstand soll der Blich für`s Wesentliche immer mehr vernebelt werden.
other,Der Täter is Deutsch-Iraner. Und der Polizeisprecher?
other,@anna_IIna Es wird von Tag zu Tag absurder.....
other,@winfootball @morgenmagazin @L_vonMontfort weil merkel ja auch schon so oft im moma war... manmanman... 🙄
other,@IAMMASCHO Was für Rassistische Äußerungen kannst du mir da ein Beispiel aufzählen
other,@Juergen_Fritz @krippmarie Ich will erst garnicht wissen wie es um die 🇺🇸korrupte Politik steht....dagegen sind wir wohl Lämmer...! |LBR| Aber das diese Machenschaften nach Kohl kein Ende fanden ist ja wohl klar
other,@MiriamOzen EU stand einst für Wohlstand und Sicherheit Europas...durch korrupte Bänker verloren wir das eine und durch korrupte Asyl-Politik das andere
other,"@haasmuch @bine1007 Nicht nur für die Deutsche Demokratie, sondern auch für den Frieden in Europa und der Welt!"
other,"@petpanther0 JA ja und die Türken haben auch Deutschland nach dem Krieg aufgebaut !So ein Scheiß wollen die einem verklickern! Anstatt mal was für Trümmerfrauen zu tun, die in 3 Jahren das geschafft haben wo Experten 30 Jahre für veranschlagt haben! Nur,Trümmerfrau=Arbeiter.Nix für SPD !"
other,@ellibisathide Seit wann berichtet die Bild so einwanderungskritisch? Will man Aufstände provozieren?!
other,"Wen immer die @CSU heute als Seehofer-Nachfolger nominiert hätte - das Medienecho wäre negativ gewesen: zu tricky, zu lahm, zu lieb oder zu unbekannt. Bei @Markus_Soeder haben es die Unions-Gegner freilich am einfachsten. #Feindbild"
other,@smashjulian @tagesschau Bei Trump ward ihr ja auch sehr schnell dabei! |LBR| Ist jetzt auch Marcon schuld?
other,An der DE Handball Nationalmannschaft können sich die Fussball Millionäre ein Beispiel nehmen alles Bio Deutsche u singen alle Nationalhymne
other,Heute ist der Tag des Spickzettels. |LBR| Wann gibt es eigentlich den Tag der Idioten?
other,"@info2099 @AthinaMala @pseudros @machtjanix23 @troll_putin @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @petpanther0 @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Einzigartig auf Twitter - die Trolle in Massen sitzen in D - sonst weltweit nirgends - lässt tief blicken, der ""Staat"" ist am Ende."
other,"@OfficeRolando @Blechliesel Viel Hass Zorn, obgleich dies nielmals die Lage verbessert, sondern den Betroffenen mehr belastet. Es gab übrigens eine Muslima unter Toten; jeder Tote ist ein Toter zu viel und ein Anschlag auf uns alle. Den Hinterbliebenen, wie ich selber erfahren konnte, ist dies sehr bewusst"
other,Unbedingt folgen: @Tweeting1897 ab heute in Echtzeit vom ersten #Zionistenkongress in Basel vor 120 Jahren. Ein Projekt von @IsraelMFA
other,@AdolfGlunz @Germanbub @Tomsch24 @Georg_Pazderski Wen meinen Sie denn mit Deutschen? In dieser Gesellschaft hat jeder 5. einen Migrationshintergrund.
other,"@Marcel02935041 @Riedegost Da Merkel das weiß, denn sie hat in RU studiert, hetzt sie mit allen Mitteln gegen Polen, RU, Ungarn usw."
other,FDP ist wieder im Wischiwaschi-Modus. Eine Zweitstimme für d. Lindner-Partei ist eine Stimme gegen die Leitkultur und gegen die Obergrenze.
other,@NeudF Hast Du nichts anderes drauf?
other,Medienberichten zufolge erlitt Israels ehem. Präsident Shimon Peres Schlaganfall und befindet sich im Krankenhaus. Zustand ernst. #Israel
other,@Hartes_Geld @Rebellin70 Ui....gegen die Beamten wird bestimmt ermittelt....Entschuldigung und Schmerzensgeld die Folgen...!
other,@karlheppner @FfFrauki Das kann schon stimmen...49% von den gewählten 29%...und die Rechnung geht auf...ok würde aufgehen aber soweit lassen die es nicht kommen...
other,"'Gott' will das man ihn findet, vielleicht sollte er sich endlich dazu entscheiden zu existieren."
other,@happyhaidrich3 @Beutebadener Bin zwar rechts aber kein nazi und das wissen auch die meisten auf sifftwittter
other,"Bei aller Skepsis gegen GroKo(die ich teile)+Kritik an dem was in Sondierung erreicht bzw.in KoA-Verhandlungen erreichbar ist: |LBR| Ergebnis von Sturzneuwahl könnte leicht Albtraum mit gestärkten Rechten+(Kurz)Programm nach Österreichvorbild durch Spahn,Dobrindt&amp;Liste Lindner werden."
other,@anna_IIna Tausende Menschen..'? |LBR| Das sind nur ein paar Jungs und Mädels ohne Plan die pöbeln wollen ...die wenigstens bringen einen vernünftigen Satz heraus... |LBR| Deutsche Peinlichkeit
other,"Gleichzeitig gehen Infos ein, dass Türken nun militärisch in die im Korridor gelegene von der YPG gehaltene Stadt Manbij einrücken wollen!"
other,"@volksfahrraeder Es beleidigt mich, dass du der Auffassung bist, dass ich mit diesen deutschen #Neonazis sympathisiere! »Ohne Prüfung der Fakten«? In meinem Retweet kritisiere ich diese Antisemiten! Und für dumm hälst du mich auch noch? Natürlich weiß ich, dass die #Antisemitismus verbreiten!"
other,"@hab_mein_nick @MiriamOzen Scheiss Messer...echt ne linke Sache, aber ich gehe auch nicht ohne..!"
other,@elfiold @BILD Selbstverständlich. There is no bad publicity.😛😘 |LBR| Bei den Daten würde ich allerdings Fake News bevorzugen - du weißt schon #Antifa
other,@Beatrix_vStorch @Frank_Pasemann Das war eines von vielen lächerlichen Aussagen unserer Merkel....einfach unterirdisch |LBR| Diese Frau gehört da nicht mehr hin....!!
other,"#Bischof Dr. Matthias Ring: ""Glaube ist ein tägliches Prebiszit ... ich muss mich jeden Tag neu bekennen"" - #aksynode16 #altkatholisch"
other,"@Jazz_z_y @3510LWL @DLFNachrichten @DLF Gerade deswegen textete ich ""ein Mensch"". Auch ich kenne einigen Türken und kann differenzieren."
other,@S_Inez_Aust dir ein schickes wochenende 👍
other,"@tweetkracher @Epanastatis04 In einem deutschen Rechtsstaat, säße er hinter Gittern!"
other,"@hortarimar @Georg_Pazderski Wir sind Bürger*innen dieses Landes. Gewöhnen Sie sich daran und lassen Sie uns gucken, wie wir eine gerechte und friedliche Gesellschaft gestalten können."
other,"@KokoLores20 @Renft1964 Diktator Merkel und Laber-Seehofer geht es keinesfalls darum, das Deutschland eine stabile und verantwortungsvolle Regierung bekommt! |LBR| Ihr Bestreben ist, die einzige demokratische und deutschfreundliche Partei Deutschlands AfD"
other,"Rätselhafte political correctness: Sportjournalistin wird gekreuzigt, weil sie vom ""inneren Reichsparteitag"" spricht, was historisch Witz über Nazis war. Aber alle Politikjournalisten sprechen von ""Nacht der langen Messer"", was Nazi-Euphemismus für Säuberung der SA-Führung war"
other,"@Strandfloh13 @mangor147 @MalteKaufmann Von solchen Menschen wie der Uli..oder die Uli...habe ich Panik....kompetente Luftpumpen. |LBR| Die Funktionsweise ist bekannt, hinten draufdrücken damit vorne ein fffftttt entsteht...😃😃"
other,@AltarUndOrgel Stimmt - vielen Dank für den Hinweis!
other,"Jede Meinung ist wichtig,jeder hat das Recht zu demonstrieren. Aber:Gewalt darf niemals Mittel der politischen Auseinandersetzung sein. #G20"
other,Europa versagt auch bei Rückführungen. Aber Deutschland versagt bei |LBR| Einreisekontrollen. Unberechtigte müssen zurückgewiesen werden.
other,Nach dem Zieleinlauf des #HamburgPride am CSD-Straßenfest: Jetzt um 17 Uhr Kundgebung auf der #CSD-Bühne am Jungfernstieg! #kommtmituns
other,@NZZ Für aufarbeiten ist keine Zeit...sie wird die kommenden 4 Jahre entweder nicht durchstehen oder nicht überleben...!
other,"@GenKuchen @Gl_owwyrm @Tenreccc @magda_albrecht Und welchem Zwang genau werden Sie jetzt unterworfen? Das BVerfG hat nicht geurteilt, dass jetzt alle Menschen non-binary sein müssen. Ihnen wird also nichts genommen. Persönlichkeitsrechte gelten auch für einzelne und nicht nur wenn die ""Mehrheit"" das toll findet"
other,Die dort oben haben nix verstanden. Pöstleserhalt statt Demokratie. Erneute GroKo war vom Wähler nicht erwünscht.
other,"@Paeulchen Genau aus diesem Grund sollte sie es wissen, übrigens reichen auch Kenntnisse über ""Das Kapital"" von M/E, od. wer war Nutznießer zweier WKe?"
other,@tal_initiativen @CrossSolidarity @LawTroll Ist das so? Und wieso nicht 25b für die Eltern?
other,@AhmadMansour__ Morgen Seite 2 in der WELT. Genau den gleichen Gedanken hatte ich auch.
other,#Synodalvertretung und #Finanzkommission werden auf Antrag der Rechnungsprüfer ohne Gegenstimme entlastet - #aksynode16
other,@thinkpunk gerade am ludwigplatz vorbei Richtung Zirkel und BVerfG
other,"Wir laden ein: Vortag ""Das Konzept 'sicherer Herkunftsstaat'"" mit RA M. Kabis. 08.03., 19 Uhr, Bahnhof Langendreer, Bochum."
other,"Den Altparteien geht es nicht darum die Probleme des Landes zu lösen sondern ihr ganzes wirken ist , die AFD mit allen Mitteln zu bekämpfen"
other,"@Calineczka505 Richtig, nur diese ""böse Stiefmutter"" hat keine eigenen Kinder und dient ausschließlich dem Mammon 😜"
other,"@machtjanix23 @Norbinator2403 @ennof_ @AthinaMala @troll_putin @NancyPeggyMandy @petpanther0 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @NoHerrman @willjrosenblatt @feldenfrizz @nasanasal @_macmike @ellibisathide @MD_Franz Wollen Sie weiter bei Twitter bleiben, -ich frag nur - wegen des :""Sie widerwärtiges Subjekt"""
other,"@L7250402 @RGutmensch Peinlich ist eher, dass Sie offenkundig einfach nicht wissen, aus was unsere Arbeit genau besteht. Wir betreuen keine Flüchtlinge. Wir haben einzig eine telefonische Beratung &amp; einen Rechtshilfefonds. Und zwar beides schon seit vielen Jahren, auch vor dem Anstieg der Zahlen."
other,@BejuBinich Niemand will sie und trotzdem sind sie noch da....😃😃
other,Mit einer Minderheitsregierung hätten wir so viel Demokratie wie wir noch nie hatten.
other,Nach einer Debatte über die Zukunft der #DIG und des #JuFo besuchen wir nun eine Ausstellung im Anne-Frank-Zentrum #Israelpedia #Frankfurt
other,@Sarastra @aufklaerer2017 Nein sie kommt mit allem durch...niemand wird sich auflehnen oder aufbegehren....das sind keine deutsche Tugenden mehr..!
other,"Morgen Ballhausplatz, Kundgebung „Menschenrechte kennen keine Grenzen“ Wir sind auch dabei!"
other,"Wenn ein Sprachkünstler wie Wolfgang #Thierse zuschlägt und in @infoammorgen von ""Entheimatung"" spricht und ""Konsense"" anmahnt ..... @DLF"
other,Umweltschutz &amp; Klimaschutz werden enorm an Bedeutung gewinnen. Wir können beides: Wirtschaft &amp; Umwelt!
other,"@ronaldlaessig Typisch Scholz, ich meine, es ist keine Frage des ob, sondern wann und wo - leider."
other,@jeanvansta @maischberger @sebastiankurz wir sind bei politikern in der regel keine abfrager. sorry.
other,"@Frank_Pasemann @FfFrauki Fragen sie doch beim größten Drogenhändler der Welt, das CIA an, die vermissen es sicher schon 😂"
other,"Heute läuft um 20.10 Uhr auf @DLF das Feature ""Der Musterflüchtling"" von @JMarrenbach über Ansprüche von WGs in unserer Vermittlungsarbeit"
other,"@jonworth @RobertHabeck @grafwer Lieber @jonworth, was willst du? Was ist dir wichtig? Ein starker Vorsitzender mit Ideen, dem die Leute auch ausserhalb der Grünen zuhören? Oder bloss keine Ausnahme von der Regel?"
other,"@schweizerguy @Frank_Pasemann @AfD Dann soll sie zuhause bleiben und ihre Pension genießen,kriegt ja genügend 🤑"
other,"@TomSchreiberMdA Ja klar, und von Dohnany offenbar auch! 😉"
other,"@SteinbachErika Aber kaum einer traut sich das Maul aufzumachen. ""Echte Demokratie""!😃😂😂😛😛"
other,"@pseudonymphe @anked @RegSprecher Wir von @FlchtlngWllkmmn warten auch darauf,dass endlich einer der großen Politiker*innen Stellung bezieht"
other,"@Magoorooma Wir ""verdienen"" uns keine ""goldene Nase"", wir finanzieren uns durch Spenden &amp; daran, dass Leute unsere Arbeit freiwillig unterstützen, werden auch Hetzer wie Sie nichts ändern können. |LBR| PS: Natürlich lohnt sich ""Gutsein"", aber das hat nix mit Geld zu tun. Probieren Sie's mal aus."
other,"@FroehlichKaiT Doch, sie hat Ahnung. Aber die ehrliche Antwort wäre: deutsche Unterschicht, Rentner, Alleinerziehende, Obdachlose sind ihr letztendlich egal. Hauptsache Refugees welcome und keine Grenzen."
other,"Ich finde es lustig, wie Merkels Besuch in PL in dt. Medien schön geredet wurde. In Wahrheit bekam sie dort klar ihre Grenzen aufgezeigt 😂😂😂"
other,@ulfposh @welt Ich schau die ganze Zeit dies Foto an. Ist wie Frauentausch bei RTL II. Grausige Faszination.
other,"Herzlichen Glückwunsch an Detlef Tabbert @georgdetlef zu seiner Wiederwahl als hauptamtlicher Bürgermeister in #Templin im ersten Wahlgang mit 61,1% @DieLinkeBrdburg @dieLinke"
other,"""Wir sind schön, genauso wir sind!"" Vanja / #dritteoption goes Bundesverfassungsgericht"
other,"Mit Anti #Doping Gesetz haben wir in D klares Signal gesetzt. Gut, dass dt. Verbände international weiter Druck machen. #DFB #Grindel #Fifa"
other,"@fbluecher @IsidorMeyer1 @knebel99 Was die ""perfekt"" ausgerüstete Wehrmacht im Winter 41 nachhaltig unterstrich 😜"
other,@philippvetter @welt Merkel geht auch davon aus das sie Hundert wird!!!
other,Ich bin für Islamkindergärten -in islamischen Staaten. In Österreich |LBR| bin ich für österreichische Kindergärten. Wo ist das Problem?
other,"Lese od schaue Nachrichten, du wirst belogen. Gehe zur Bank, kaufe ein Auto, od Ware im Supermarkt, du wirst betrogen. DIE ERFOLGE DER CDU😜🤢"
other,"@dejancrosic Dir auch - schön, dass zwei Ausländer es begriffen haben!"
other,"@pinselpoetin Da fällt mir spontan der Titel ""Die Gedanken sind frei"" von Milva ein. Diesen und ""Zusammenleben"" mag ich besonders. 😳"
other,"Das Junge Forum der Deutsch-Israelischen Gesellschaft auf Twitter: |LBR| Bundes-JuFo: @JuFoDIG |LBR| Berlin: @JuFoDIGBerlin |LBR| Augsburg: @dighgaugsburg |LBR| Ruhr: @JuFoRuhr |LBR| Und ganz neu, Passau: @JuFo_DIG_Passau"
other,"""Jäger erschießt Pferd - weil er es für Wildschwein hielt"" Darum brauchen BRD-Jäger auch Warnwesten u. küssen im Wald ist gefährlich 😜"
other,"@elfiold Elfriede, Sie sind ganz schon frech heut am Dienstag. Aber ich tue es!!! In der @Bild. Cover. Mit Adresse und Telefonnummer!!"
other,@sternde Es gibt für alles Grenzen im Leben. Die hat Penny hier überschritten. Verdienter shit storm
other,@MrMacsimon fröhlicher gruß aus der hauptstadt simon 👍
other,Man hat sich verkauft- #SPD koaliert mit #CDU . |LBR| Ich geh dann mal erbrechen.
other,@diMGiulia1 Ich dachte schon ich muss dir Blumen schicken...
other,So ich geh ins bett nacht Kameraden und alle meine follower
other,Viele Bio Jünger verurteilen Massen Tierhaltung. Schächten und Beschneidung ist aber OK. Im Namen der Religion.
other,@kaiserwetter49 Verstehe- das Angenehme mit dem Nützlichen verbinden- auch ne Idee!
other,@Martin_Sellner Man muss unbedingt was dagegen unternehmen. Ansonsten läuft in Deutschland Stasi und Geheimpolizei auf einmal rum.
other,@steinmetzhartel Das ist der Unterschied zwischen uns. Freimaurer glauben das sie einst Templer waren. Lächerlich.
other,@Zukunftskinder @TOnline_TopNews @oezoguz Einfach mal Fresse halten! 😛
other,"@MD_Franz Wenn Gemeinheiten politisch korrekt sind, geht es meist um #Trump oder die #AfD"
other,"@Linxkonservativ @henrysorgenfrei Nach der Logik hielten uns 9,2% für regierungsfähig, die Grünen nur 8,9%..."
other,"@BrittaDN @Iron_Spartan_ @OssiMarzahn76 @ibikus31 @Hartes_Geld Das ist keine Begründung sondern Diffamierung, |LBR| Dauernd nur kritisieren, aber keine Lösung anbieten ist Zeitverschwendung oder Ablenkung"
other,"@HoldeMaid666 Im Beschlusspapier heißt es: 90 Prozent aller Soli-Zahler sollen vollständig vom Soli entalstet werden. Lebensrealität = SPD setzt finanzielle Entlastung für alle kleinen und mittleren Einkommen durch. Ja, Spitzenverdiener zahlen dann weiter. Nennt man: Sozale Gerechtigkeit. #spd"
other,@InDerSee In Ungarn kann man alles sehen 😂😂😂
other,"@SpadeCarrier @machtjanix23 @AthinaMala @_macmike @magna_est @petpanther0 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @ellibisathide @MD_Franz Ich habe mich glaube ich, klar ausgedrückt - ihr habt noch anderthalb Minuten."
other,"@_macmike @mastermikeg @petpanther0 @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @ellibisathide @MD_Franz Du weißt, wie das mit solchen Übersetzern ist..."
other,"@GillyBerlin Yup, so unauffällige Daimlers hab ich auch in Süd Afrika gesehen ;)"
other,@CDU und CSU: 300 Euro mehr Kindergeld pro Kind im Jahr. #TVDuell
other,@DJanecek @robinalexander_ Öffentliche Entlarvungen mag ich nicht. 😉😉 aber für Mitte-Links stand ich immer...
other,"@Elpatron207 @HonigumdenBart @SawsanChebli @ronzheimer @tagesspiegel Penner sagt man nicht....es sei, man ist selber einer und grüßt seinen Gefolgsmann...das ist was anderes |LBR| 👍"
other,@welt @waldruhe Soviel zum Thema drittes Geschlecht....
other,"Im #Bundestag vergießen Politiker gerade Krokodilstränen im Bezug auf den immer stärker werdenden #Antisemitismus. Man sollte sich an den Sommer 2014 erinnern, wo #Deutschland bereits mit der ganzen Abartigkeit des #Judenhass konfrontiert sah. Wir #Juden waren auch da allein…"
other,"Wir laden ein: Film ""The Awakening“ (ca. 40 min.) + anschließende Diskussion mit RAin N. Bislimi 15.03., 19 Uhr, Bahnhof Langendreer, Bochum"
other,@krippmarie Das ist verständlich....Kanzlerin hört sich besser an als Geschäftsführerin... |LBR| Schade finde ich das die BTW nichts gebracht haben....und widerlich wie Verlierer feiern. Die sind froh über soviel dumme deutsche zu verfügen..!
other,"@Todesbote67 kritisch ist immer ok, bin auch nicht schüchtern, anmisten lassen muss ich mich aber nicht. nogo."
other,+++ Der Artikel über die Türkei war nicht aktuell! +++ Wir entschuldigen uns für eventuell entstandene Verwirrung und haben ihn gelöscht!!!😓
other,"Beschämend: Deutschland folgt dem Beispiel von Australien, Dänemark, Ungarn u.ä."
other,@Ralf_Freytag @rvdb_92 @SawsanChebli @tagesspiegel 😂😂...ein SPDler....bist noch in Trauer oder immer noch in Schockstarre..?
other,@RT_Deutsch Ich hoffe DAS sind nur Fake News...
other,"Anträge Andersdenkender werden in den Parlamenten lächerlich gemacht, abgelehnt usw. NUR WEIL MAN SELBST FÜR PROBLEMLÖSUNGEN ZU UNFÄHIG IST!"
other,@nico_kubler @soskinderdorf Ich habe Hermann Gemeiner persönlich gekannt und würde jederzeit meine Hand für ihn ins Feuer legen. Was ich heute für SOS natürlich nicht machen würde. Hermann Gemeiner würde sich heute im Grab umdrehen wenn er mit bekäme was aus seinem Traum geworden ist.
other,@StephanDerrick2 ich kenne ihn. und sie reden quatsch. so. ende für mich
other,"#NetzDG #Phoenix |LBR| #Bundestag #SPD :""Danke an Heiko Maas für dieses Gesetz.Endlich haben wir eine ""Zustellperson"" in D,an die man sich wenden kann-ein Meilenstein"""
other,"@HolgerEwald1 @FfFrauki Es gibt schon Gründe warum alles hinter verschlossenen Türen geschieht...abgesehen davon, uns ist doch egal ob SPDler anderen SPDler zum Abschied eine erfundene Trophäe schenken...😂😂"
other,"To groko or not to groko? Darüber grüble ich gleich bei @radiobremen und heute Vormittag bei @N24 und @Welt. Und zwischendurch, wenn ich die Kinder zur Schule bringe, auch ..."
other,"@Magoorooma Ihr Diskussionsstil (""Goldstücke"", ""Asylindustrie"") hat genausowenig mit ""berechtigter Kritik"" zu tun, wie Ihre Krokodilstränen aufgrunddessen, dass man Ihnen auf den Kopf zusagt, was Sie sind - ein Hetzer - überraschend sind."
other,Wird der rote #Maddin heute abdanken und sich in für Würseler Bücherei zurück ziehen? Der #Schulz Zug steht schon dort aufm Abstellgleis😁
other,@Hartes_Geld @Grals_Hueter Es gibt Grenzen die man nicht überschreiten sollte. Einfach nur widerlich
other,"Reiner Knudsen zu langer Debatte um die Frage des Ordensrechts: ""Wir haben noch Zeit. Es ist ja noch heute."" - #aksynode16 @reinerknudsen"
other,@HuessyAndre @MatthiasMeisner @FriedensWatch @retep_kire @ruhrbarone @Echtzeitreise @JuedischeOnline @ER_Bayern @Report_Antisem Lol. Aussagen wie diese waren ja ebenso wenig hervorzusehen wie die Shoahvergleiche oder der Auftritt Atzmons. Als nächstes kommt die Distanzierung von den Ahmadinedschad-Freunden Fikentscher und Neumann :-)
other,Ordne das Sondierungsergebnis gleich live auf @welt ein. |LBR| #Sondierung #GroKo #grokosondierung @N24
other,Antiquarische Politiker wie #Merkel und co leben recht gut von unseren Steuergeldern. Obwohl sie dieses Land schaden gegen Gesetze verstoßen und die deutsche Bevölkerung in den Untergang führen. Wir bezahlen Sie fürstlich weiter.
other,"@TomSchreiberMdA @AfD @tagesschau Bei all ihrer Intelligenz können sie doch sicher definieren was ein Reichsbürger ist, oder?"
other,"Hallo Piepser, bin wieder da, habe Euch vermisst 😜😈"
other,@IQ_Stimulator @krippmarie #Boehmermann ...erst wenn er Urlaub in der Türkei gemacht hat nehmen wir Ihn für voll...😃😃
other,@anna_IIna Klar doch..die kassieren und kommen wieder...😃😃
other,@petpanther0 @Heinrich_Krug Letztes Jahr dachte ich das wir künftig von solchen Weihnachtsbildern verschont bleiben....wieso geht sie nicht einfach wieso kippt dieser beschissene Baum nicht einfach nach vorne..?
other,Eigentlich sollte ich wieder Muslim werden. |LBR| Dann hab ich in Deutschland absolute Narrenfreiheit und würde noch von allen Seiten als Opfer in Schutz genommen werden. |LBR| Ich überlege mir das noch.^^
other,@FilmElf_yt @Goreminister Trotzdem tausende deutsche sind Arbeitslos und könnten die arbeit auch machen
other,"@lichtmesz Sorry das ich dich enttäuschen muss, der einzige integre Politiker bisher war etwa für 24Std. Brand, lese Sachen von Egon Bahr, oder das Buch von Gerd-Helmut Komossa, die Deutsche Karte. |LBR| Alle Deutschen Kanzler müssen Unterwerfungsverträge der Alliierten unterschreiben."
other,"Bilder und Infos zur heutigen Demo ""Vielfalt statt Einfalt"" in Hamburg findet ihr übrigens u.a. unter #VielfaltHH und #vielfaltdemo ^ml"
other,@RT_Deutsch Das kostet und bringt nix....
other,"@offbeat24 Ich habe vor einem Jahr knappe 4 Stunden gebraucht, um meine kompletten FB-Aktivitäten zu löschen.Auch aus Angst vor Repressionen.Und ich versteh alle anderen ebenso nur zu gut..."
other,"@TimZeelen Tja, Ihre Chefin hatte sich entschieden, Schwarz-Grün mit FDP-Stimmen zu versuchen... das ist nun die Folge... CL"
other,@corinnamilborn oder auf fb in den pns ;)
other,"@HelalBeauty Das versteht jedes Kind mit gesundem Menschenverstand. Religion,  die mit Einschüchterung und Angstpaedagogik arbeitet,  ist unspiritueller als Fußballspiele."
other,@wellejena @Oskar752 @VonSchwer Ganz böses Gerät. Flugabwehr Kanonen Panzer. Gepard. Hat auch Panzer brechende Munition für Erd Ziehle. Ich war da gern Kommandant drauf.
